EVALUASI SISTEM PEMANTAUAN BANJIR BENDUNGAN CIAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pemantauan Per Jam (Maret 2023 – Juli 2026) & Analisis Outflow 100% Konduit,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Pemutakhiran,,,,,,Metode UPB,,,,,,Pedoman OP & RTD Bendungan,,,,,,
5846,9/18/2025,3:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5847,9/18/2025,4:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5848,9/18/2025,5:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5849,9/18/2025,6:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5850,9/18/2025,7:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5851,9/18/2025,8:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5852,9/18/2025,9:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5853,9/18/2025,10:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5854,9/18/2025,11:00:00 PM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5855,9/19/2025,12:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5856,9/19/2025,1:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5857,9/19/2025,2:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5858,9/19/2025,3:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5859,9/19/2025,4:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5860,9/19/2025,5:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5861,9/19/2025,6:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5862,9/19/2025,7:00:00 AM,507.00,2.50,,324.23,,,,,,,3.03,0.00,3.03,3.03,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,30.64,-0.91,,,
5863,9/19/2025,8:00:00 AM,506.26,1.80,,238.54,,,,,,,2.63,0.00,2.63,2.60,0.00,Normal,23.01,0.00,23.01,Siaga Banjir IV,20.38,-0.89,,,
5864,9/19/2025,9:00:00 AM,506.26,1.80,,238.54,,,,,,,2.63,0.00,2.63,2.63,0.00,Normal,23.01,0.00,23.01,Siaga Banjir IV,20.38,-0.89,,,
5865,9/19/2025,10:00:00 AM,506.26,1.80,,238.54,,,,,,,2.63,0.00,2.63,2.63,0.00,Normal,23.01,0.00,23.01,Siaga Banjir IV,20.38,-0.89,,,
5866,9/19/2025,11:00:00 AM,506.26,1.80,,238.54,,,,,,,2.63,0.00,2.63,2.63,0.00,Normal,23.01,0.00,23.01,Siaga Banjir IV,20.38,-0.89,,,
5867,9/19/2025,12:00:00 PM,507.01,1.80,,325.38,,,,,,,9.79,0.00,9.79,9.81,0.02,Normal,33.84,0.00,33.84,Siaga Banjir IV,24.05,-0.71,,,
5868,9/19/2025,1:00:00 PM,507.01,1.80,,325.38,,,,,,,9.79,0.00,9.79,9.79,0.00,Normal,33.84,0.00,33.84,Siaga Banjir IV,24.05,-0.71,,,
5869,9/19/2025,2:00:00 PM,507.01,1.80,,325.38,,,,,,,9.79,0.00,9.79,9.79,0.00,Normal,33.84,0.00,33.84,Siaga Banjir IV,24.05,-0.71,,,
5870,9/19/2025,3:00:00 PM,507.01,1.80,,325.38,,,,,,,9.79,0.00,9.79,9.79,0.00,Normal,33.84,0.00,33.84,Siaga Banjir IV,24.05,-0.71,,,
5871,9/19/2025,4:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.77,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5872,9/19/2025,5:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5873,9/19/2025,6:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5874,9/19/2025,7:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5875,9/19/2025,8:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5876,9/19/2025,9:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5877,9/19/2025,10:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5878,9/19/2025,11:00:00 PM,507.13,1.80,,339.28,,,,,,,10.76,0.00,10.76,10.76,0.00,Normal,35.86,0.00,35.86,Siaga Banjir IV,25.10,-0.70,,,
5879,9/20/2025,12:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5880,9/20/2025,1:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5881,9/20/2025,2:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5882,9/20/2025,3:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5883,9/20/2025,4:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5884,9/20/2025,5:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5885,9/20/2025,6:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5886,9/20/2025,7:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5887,9/20/2025,8:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5888,9/20/2025,9:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5889,9/20/2025,10:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5890,9/20/2025,11:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5891,9/20/2025,12:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5892,9/20/2025,1:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5893,9/20/2025,2:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5894,9/20/2025,3:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5895,9/20/2025,4:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5896,9/20/2025,5:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5897,9/20/2025,6:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5898,9/20/2025,7:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5899,9/20/2025,8:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5900,9/20/2025,9:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5901,9/20/2025,10:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5902,9/20/2025,11:00:00 PM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5903,9/21/2025,12:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5904,9/21/2025,1:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5905,9/21/2025,2:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5906,9/21/2025,3:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5907,9/21/2025,4:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5908,9/21/2025,5:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5909,9/21/2025,6:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5910,9/21/2025,7:00:00 AM,507.00,1.80,,324.23,,,,,,,9.71,0.00,9.71,9.71,0.00,Normal,33.67,0.00,33.67,Siaga Banjir IV,23.96,-0.71,,,
5911,9/21/2025,8:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.93,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5912,9/21/2025,9:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5913,9/21/2025,10:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5914,9/21/2025,11:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5915,9/21/2025,12:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5916,9/21/2025,1:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5917,9/21/2025,2:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5918,9/21/2025,3:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5919,9/21/2025,4:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5920,9/21/2025,5:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5921,9/21/2025,6:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5922,9/21/2025,7:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5923,9/21/2025,8:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5924,9/21/2025,9:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5925,9/21/2025,10:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5926,9/21/2025,11:00:00 PM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5927,9/22/2025,12:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5928,9/22/2025,1:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5929,9/22/2025,2:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5930,9/22/2025,3:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5931,9/22/2025,4:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5932,9/22/2025,5:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5933,9/22/2025,6:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5934,9/22/2025,7:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5935,9/22/2025,8:00:00 AM,506.39,1.70,,253.59,,,,,,,4.95,0.00,4.95,4.95,0.00,Normal,23.81,0.00,23.81,Siaga Banjir IV,18.86,-0.79,,,
5936,9/22/2025,9:00:00 AM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.43,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5937,9/22/2025,10:00:00 AM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5938,9/22/2025,11:00:00 AM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5939,9/22/2025,12:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5940,9/22/2025,1:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5941,9/22/2025,2:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5942,9/22/2025,3:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5943,9/22/2025,4:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5944,9/22/2025,5:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5945,9/22/2025,6:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5946,9/22/2025,7:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5947,9/22/2025,8:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5948,9/22/2025,9:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5949,9/22/2025,10:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5950,9/22/2025,11:00:00 PM,505.94,1.30,,201.48,,,,,,,4.44,0.00,4.44,4.44,0.00,Normal,20.57,0.00,20.57,Siaga Banjir IV,16.13,-0.78,,,
5951,9/23/2025,12:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5952,9/23/2025,1:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5953,9/23/2025,2:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5954,9/23/2025,3:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5955,9/23/2025,4:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5956,9/23/2025,5:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5957,9/23/2025,6:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5958,9/23/2025,7:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5959,9/23/2025,8:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5960,9/23/2025,9:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5961,9/23/2025,10:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5962,9/23/2025,11:00:00 AM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5963,9/23/2025,12:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5964,9/23/2025,1:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5965,9/23/2025,2:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5966,9/23/2025,3:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5967,9/23/2025,4:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5968,9/23/2025,5:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5969,9/23/2025,6:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5970,9/23/2025,7:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5971,9/23/2025,8:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5972,9/23/2025,9:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5973,9/23/2025,10:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5974,9/23/2025,11:00:00 PM,506.01,1.30,,209.59,,,,,,,5.15,0.00,5.15,5.15,0.00,Normal,21.46,0.00,21.46,Siaga Banjir IV,16.31,-0.76,,,
5975,9/24/2025,12:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5976,9/24/2025,1:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5977,9/24/2025,2:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5978,9/24/2025,3:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5979,9/24/2025,4:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5980,9/24/2025,5:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5981,9/24/2025,6:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5982,9/24/2025,7:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5983,9/24/2025,8:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5984,9/24/2025,9:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5985,9/24/2025,10:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5986,9/24/2025,11:00:00 AM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
5987,9/24/2025,12:00:00 PM,505.88,1.30,,194.54,,,,,,,3.84,0.00,3.84,3.84,0.00,Normal,19.74,0.00,19.74,Siaga Banjir IV,15.91,-0.81,,,
